text,label,exp_split
no i pointed out your semantics were grasping at straws if i said a woman can rape a ma,0,train
well i guess booker won the most hysterical woman award today,0,train
@intthings unless you love a skank hoe that cheats on you then you apply the motto we do nt luuhh dem hoes,0,train
still made it farther in life than you stfu and get outta here if you ai nt supporting,0,train
guy i want a girl who is smart but i also want a girl who is a total and complete slut whore me how bout a smart slutwhore,1,train
reason why men can be garbage human beings but not all men but slap stfu with that not all men crap thursday thoughts thursday musing,0,train
i deleted my opening tweet about this because you know be a good woman keep quiet must not be hysterical or amake a fuss,0,train
yorkshire woman who taught a man consent while he was rape ing her launches onest real anti rape,0,train
so now the word hysterical is a completely sexist term so let is get this straight nobody can say the word monkey anymore when they are describing anyting and the word hysterical can no longer be used to describe a hysterical woman,0,train
what if she enjoys it i think the days where women are forced to stay in the kitchen not work etc are over,0,train
stop lying you skank bitch but white like you,1,train
all you pussy boys and pussy girls who call yourselves her friends did nt even try offering to help her move so none of y all better show up to our house asking her to chill cause fuck all of y all fake asses,0,train
dis bitch had the nerve to tell me i m not from a hood bitch stfu ill spit on you hoe you do nt know me so mind ya business and worry bout yo child instead of me dickriding ass girl,1,train
from a list stars to budding actresses the women who accuse harvey weinstein of rape and via @mailonline,0,train
hysterical pant wetting liberals in full flow grow up the lot of you fox ache,0,train
well fhuta my gamertag was just banned today and its all thanks to you pussy platoon fucks decided that fhuta was such a bad fucking word you decided to hide it in the depths of your foreskins i hope you get ligma and die p s fuck you,0,train
back to the kitchen you stupid sandwich maker,1,train
just asked him if sexual harrasment n rape r even recognised as crime in islam or if yes why only women is guilty,0,train
woman who accused nelly of rape wants to drop charges fourrep,0,train
tunisians try to rape lampedusa woman manages to send them packing,0,train
bitch shut the fuck up and do nt talk about afghanistan,1,train
hysterical women is right out of the con play book they believe only men can make the most fucked up decisions of all time not need for women,0,train
insulted of being a rape victim by the same people who are today crying out against victimization of women and chi,0,train
you are hystericalyou are hysterical you are hysterical you are hystericalyou are hystericalyou are hysterical you are hystericalyou are hystericalyou are hystericalyou are hystericalyou are hysterical you are hystericalyou are hysterical,1,train
i wish fat boy trump would just shut the fuck up and go away and take your stupid wife and pussy ass kids with you amerikka is so fucken tired of your stupid shit get the fuck on,0,train
bitch if only you really wanted all the smoke like y all said y all did stfu dumb ass hoe you done said bye times but wanna claim you not retarded bye bitch,1,train
do nt worry you are and will always be the most hysterical woman,1,train
corky booger is hands down the most hysterical woman of the bunch he wins,0,train
year old time of rape woman brought sui,0,train
this is horrifying so many women have suffered from rape abuse at the hands of men who are never held accountable,0,train
man this was the most unmotivating script i seen big t got money for being big years ago was hot for a few months and people forgot what for can not stay in the kitchen all day,0,train
